App,Category,Reviews,Size,Installs,IsFree,Price,Age,Genre,Last_Updated,Current_Ver,Android_Ver,Rating,Size_MB,Last_Updated_Year,Version,Min_Android,Is_Free,Category_Code,Price_Code,Genre_Code
Hello Kitty Nail Salon,GAME,369203,24M,50000000.0,Free,0,Everyone,Casual;Pretend Play,17-Apr-18,1.5,4.1 and up,4.2,24.0,2018.0,1.5,4.1,1,15,0,33
Clash Royale,GAME,23133508,97M,100000000.0,Free,0,Everyone 10+,Strategy,27-Jun-18,2.3.2,4.1 and up,4.6,97.0,2018.0,2.3,4.1,1,15,0,101
Temple Run 2,GAME,8118609,62M,500000000.0,Free,0,Everyone,Action,5-Jul-18,1.49.1,4.0 and up,4.3,62.0,2018.0,1.49,4.0,1,15,0,1
Pou,GAME,10485308,24M,500000000.0,Free,0,Everyone,Casual,25-May-18,1.4.77,4.0 and up,4.3,24.0,2018.0,1.4,4.0,1,15,0,27
Helix Jump,GAME,1497361,33M,100000000.0,Free,0,Everyone,Action,9-Apr-18,1.0.6,4.1 and up,4.2,33.0,2018.0,1.0,4.1,1,15,0,1
Block Puzzle,GAME,59800,7.8M,5000000.0,Free,0,Everyone,Puzzle,6-Mar-18,2.9,2.3 and up,4.6,7.8,2018.0,2.9,2.3,1,15,0,80
Angry Birds Rio,GAME,2610526,46M,100000000.0,Free,0,Everyone,Arcade,3-Jul-18,2.6.9,4.1 and up,4.4,46.0,2018.0,2.6,4.1,1,15,0,7
Plants vs. Zombies FREE,GAME,4066989,69M,100000000.0,Free,0,Everyone 10+,Strategy,6-Jul-18,2.2.00,4.1 and up,4.4,69.0,2018.0,2.2,4.1,1,15,0,101
Sonic Dash,GAME,3778921,75M,100000000.0,Free,0,Everyone,Arcade,26-Jul-18,3.8.5.Go,4.1 and up,4.5,75.0,2018.0,3.8,4.1,1,15,0,7
Candy Crush Soda Saga,GAME,6198563,67M,100000000.0,Free,0,Everyone,Casual,10-Jul-18,1.118.4,4.1 and up,4.4,67.0,2018.0,1.118,4.1,1,15,0,27
Zombie Hunter King,GAME,10306,50M,1000000.0,Free,0,Mature 17+,Action,1-Aug-18,1.0.8,2.3 and up,4.3,50.0,2018.0,1.0,2.3,1,15,0,1
Clash of Clans,GAME,44891723,98M,100000000.0,Free,0,Everyone 10+,Strategy,15-Jul-18,10.322.16,4.1 and up,4.6,98.0,2018.0,10.322,4.1,1,15,0,101
Block Puzzle Classic Legend !,GAME,17039,4.9M,5000000.0,Free,0,Everyone,Puzzle,13-Apr-18,2.9,2.3.3 and up,4.2,4.9,2018.0,2.9,2.3,1,15,0,80
PAC-MAN,GAME,685981,37M,100000000.0,Free,0,Everyone,Arcade,15-May-18,6.6.3,4.1 and up,4.2,37.0,2018.0,6.6,4.1,1,15,0,7
Super Jim Jump - pixel 3d,GAME,10393,18M,1000000.0,Free,0,Everyone,Arcade,11-Jul-18,2.2.3181,4.0 and up,4.5,18.0,2018.0,2.2,4.0,1,15,0,7
Word Search,GAME,295241,3.9M,10000000.0,Free,0,Everyone,Word,6-Jun-18,1.1.3,3.0 and up,4.7,3.9,2018.0,1.1,3.0,1,15,0,114
Angry Birds Classic,GAME,5566669,97M,100000000.0,Free,0,Everyone,Arcade,24-May-18,7.9.3,4.1 and up,4.4,97.0,2018.0,7.9,4.1,1,15,0,7
Race the Traffic Moto,GAME,270687,38M,10000000.0,Free,0,Teen,Racing,20-Jul-18,1.0.16,4.0.3 and up,3.8,38.0,2018.0,1.0,4.0,1,15,0,85
Barbie™ Fashion Closet,GAME,68057,85M,10000000.0,Free,0,Everyone,Casual;Creativity,30-Jul-18,1.3.7,4.1 and up,4.1,85.0,2018.0,1.3,4.1,1,15,0,30
Hill Climb Racing,GAME,8923587,63M,100000000.0,Free,0,Everyone,Racing,2-Jul-18,1.37.2,4.2 and up,4.4,63.0,2018.0,1.37,4.2,1,15,0,85
Marble - Temple Quest,GAME,42053,24M,10000000.0,Free,0,Everyone,Puzzle,21-Jun-18,4.9,4.0.3 and up,4.3,24.0,2018.0,4.9,4.0,1,15,0,80
Shooting King,GAME,257724,69M,10000000.0,Free,0,Everyone 10+,Sports,25-May-18,1.4.2,4.0.3 and up,4.4,69.0,2018.0,1.4,4.0,1,15,0,99
Zombie Catchers,GAME,990491,75M,10000000.0,Free,0,Everyone,Action,24-May-18,1.0.27,4.1 and up,4.7,75.0,2018.0,1.0,4.1,1,15,0,1
Farm Heroes Saga,GAME,7614130,70M,100000000.0,Free,0,Everyone,Casual,26-Jul-18,5.1.8,2.3 and up,4.4,70.0,2018.0,5.1,2.3,1,15,0,27
ROBLOX,GAME,4447346,67M,100000000.0,Free,0,Everyone 10+,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up,4.5,67.0,2018.0,2.347,4.1,1,15,0,4
Pou,GAME,10485334,24M,500000000.0,Free,0,Everyone,Casual,25-May-18,1.4.77,4.0 and up,4.3,24.0,2018.0,1.4,4.0,1,15,0,27
8 Ball Pool,GAME,14198602,52M,100000000.0,Free,0,Everyone,Sports,31-Jul-18,4.0.0,4.0.3 and up,4.5,52.0,2018.0,4.0,4.0,1,15,0,99
Clash of Clans,GAME,44891723,98M,100000000.0,Free,0,Everyone 10+,Strategy,15-Jul-18,10.322.16,4.1 and up,4.6,98.0,2018.0,10.322,4.1,1,15,0,101
Plants vs. Zombies FREE,GAME,4066980,69M,100000000.0,Free,0,Everyone 10+,Strategy,6-Jul-18,2.2.00,4.1 and up,4.4,69.0,2018.0,2.2,4.1,1,15,0,101
Cooking Fever,GAME,3197865,82M,100000000.0,Free,0,Everyone,Arcade,12-Jul-18,2.8.0,4.0.3 and up,4.5,82.0,2018.0,2.8,4.0,1,15,0,7
Score! Hero,GAME,5418675,96M,100000000.0,Free,0,Everyone,Sports,13-Jun-18,1.751,4.4 and up,4.6,96.0,2018.0,1.751,4.4,1,15,0,99
My Talking Angela,GAME,9881908,99M,100000000.0,Free,0,Everyone,Casual,3-Jul-18,3.7.2.51,4.1 and up,4.5,99.0,2018.0,3.7,4.1,1,15,0,27
Bubble Shooter,GAME,148895,46M,10000000.0,Free,0,Everyone,Casual,17-Jul-18,1.20.1,4.0.3 and up,4.5,46.0,2018.0,1.2,4.0,1,15,0,27
Wordscapes,GAME,230710,87M,10000000.0,Free,0,Everyone,Word,2-Aug-18,1.0.47,4.1 and up,4.8,87.0,2018.0,1.0,4.1,1,15,0,114
Word Search,GAME,295305,3.9M,10000000.0,Free,0,Everyone,Word,6-Jun-18,1.1.3,3.0 and up,4.7,3.9,2018.0,1.1,3.0,1,15,0,114
Candy Crush Soda Saga,GAME,6198880,67M,100000000.0,Free,0,Everyone,Casual,10-Jul-18,1.118.4,4.1 and up,4.4,67.0,2018.0,1.118,4.1,1,15,0,27
Garena Free Fire,GAME,5465624,53M,100000000.0,Free,0,Teen,Action,3-Aug-18,1.21.0,4.0.3 and up,4.5,53.0,2018.0,1.21,4.0,1,15,0,1
Block Puzzle,GAME,59854,7.8M,5000000.0,Free,0,Everyone,Puzzle,6-Mar-18,2.9,2.3 and up,4.6,7.8,2018.0,2.9,2.3,1,15,0,80
Clash Royale,GAME,23134775,97M,100000000.0,Free,0,Everyone 10+,Strategy,27-Jun-18,2.3.2,4.1 and up,4.6,97.0,2018.0,2.3,4.1,1,15,0,101
Angry Birds Rio,GAME,2610622,46M,100000000.0,Free,0,Everyone,Arcade,3-Jul-18,2.6.9,4.1 and up,4.4,46.0,2018.0,2.6,4.1,1,15,0,7
Zombie Catchers,GAME,990586,75M,10000000.0,Free,0,Everyone,Action,24-May-18,1.0.27,4.1 and up,4.7,75.0,2018.0,1.0,4.1,1,15,0,1
Zombie Hunter King,GAME,10354,50M,1000000.0,Free,0,Mature 17+,Action,1-Aug-18,1.0.8,2.3 and up,4.3,50.0,2018.0,1.0,2.3,1,15,0,1
Temple Run 2,GAME,8118937,62M,500000000.0,Free,0,Everyone,Action,5-Jul-18,1.49.1,4.0 and up,4.3,62.0,2018.0,1.49,4.0,1,15,0,1
Farm Heroes Saga,GAME,7614271,70M,100000000.0,Free,0,Everyone,Casual,26-Jul-18,5.1.8,2.3 and up,4.4,70.0,2018.0,5.1,2.3,1,15,0,27
Super Jim Jump - pixel 3d,GAME,10434,18M,1000000.0,Free,0,Everyone,Arcade,11-Jul-18,2.2.3181,4.0 and up,4.5,18.0,2018.0,2.2,4.0,1,15,0,7
Roll the Ball® - slide puzzle,GAME,1385093,35M,100000000.0,Free,0,Everyone,Puzzle,2-Aug-18,1.7.40,4.1 and up,4.5,35.0,2018.0,1.7,4.1,1,15,0,80
Talking Tom Gold Run,GAME,2698348,78M,100000000.0,Free,0,Everyone,Action,31-Jul-18,2.8.2.59,4.1 and up,4.6,78.0,2018.0,2.8,4.1,1,15,0,1
Pixel Art: Color by Number Game,GAME,1125017,25M,10000000.0,Free,0,Everyone,Puzzle,17-Jul-18,3.9.2,4.3 and up,4.7,25.0,2018.0,3.9,4.3,1,15,0,80
Dream League Soccer 2018,GAME,9882639,74M,100000000.0,Free,0,Everyone,Sports,16-Jul-18,5.064,4.4 and up,4.6,74.0,2018.0,5.064,4.4,1,15,0,99
Angry Birds Classic,GAME,5566805,97M,100000000.0,Free,0,Everyone,Arcade,24-May-18,7.9.3,4.1 and up,4.4,97.0,2018.0,7.9,4.1,1,15,0,7
Fruits Bomb,GAME,74673,17M,10000000.0,Free,0,Everyone,Casual,6-Jul-18,3.3.3179,4.0.3 and up,4.4,17.0,2018.0,3.3,4.0,1,15,0,27
Traffic Racer,GAME,5387639,53M,100000000.0,Free,0,Everyone,Racing,27-Feb-18,2.5,4.1 and up,4.5,53.0,2018.0,2.5,4.1,1,15,0,85
Knife Hit,GAME,461137,60M,10000000.0,Free,0,Everyone,Arcade,22-May-18,1.7.2,4.0.3 and up,4.5,60.0,2018.0,1.7,4.0,1,15,0,7
Block Craft 3D: Building Simulator Games For Free,GAME,946926,57M,50000000.0,Free,0,Everyone,Simulation,5-Mar-18,2.10.2,4.0.3 and up,4.5,57.0,2018.0,2.1,4.0,1,15,0,94
ROBLOX,GAME,4448791,67M,100000000.0,Free,0,Everyone 10+,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up,4.5,67.0,2018.0,2.347,4.1,1,15,0,4
Helix Jump,GAME,1498648,33M,100000000.0,Free,0,Everyone,Action,9-Apr-18,1.0.6,4.1 and up,4.2,33.0,2018.0,1.0,4.1,1,15,0,1
Subway Surfers,GAME,27724094,76M,1000000000.0,Free,0,Everyone 10+,Arcade,12-Jul-18,1.90.0,4.1 and up,4.5,76.0,2018.0,1.9,4.1,1,15,0,7
Candy Crush Saga,GAME,22428456,74M,500000000.0,Free,0,Everyone,Casual,5-Jul-18,1.129.0.2,4.1 and up,4.4,74.0,2018.0,1.129,4.1,1,15,0,27
8 Ball Pool,GAME,14200344,52M,100000000.0,Free,0,Everyone,Sports,31-Jul-18,4.0.0,4.0.3 and up,4.5,52.0,2018.0,4.0,4.0,1,15,0,99
Hungry Shark Evolution,GAME,6074334,100M,100000000.0,Free,0,Teen,Arcade,25-Jul-18,6.0.0,4.1 and up,4.5,100.0,2018.0,6.0,4.1,1,15,0,7
Temple Run 2,GAME,8118937,62M,500000000.0,Free,0,Everyone,Action,5-Jul-18,1.49.1,4.0 and up,4.3,62.0,2018.0,1.49,4.0,1,15,0,1
Pokémon GO,GAME,10424925,85M,100000000.0,Free,0,Everyone,Adventure,23-Jul-18,0.111.3,4.4 and up,4.1,85.0,2018.0,0.111,4.4,1,15,0,3
Wordscapes,GAME,230727,87M,10000000.0,Free,0,Everyone,Word,2-Aug-18,1.0.47,4.1 and up,4.8,87.0,2018.0,1.0,4.1,1,15,0,114
Snake VS Block,GAME,422244,32M,50000000.0,Free,0,Teen,Arcade,23-Apr-18,1.24,4.1 and up,4.2,32.0,2018.0,1.24,4.1,1,15,0,7
Rolly Vortex,GAME,98123,40M,10000000.0,Free,0,Teen,Arcade,25-May-18,1.7.0,4.1 and up,4.4,40.0,2018.0,1.7,4.1,1,15,0,7
Woody Puzzle,GAME,21262,29M,1000000.0,Free,0,Everyone,Puzzle,3-Aug-18,1.0.9,4.4 and up,4.7,29.0,2018.0,1.0,4.4,1,15,0,80
Color by Number – New Coloring Book,GAME,141529,24M,5000000.0,Free,0,Everyone 10+,Board,1-Aug-18,2.0.6,4.1 and up,4.7,24.0,2018.0,2.0,4.1,1,15,0,16
The Cube,GAME,70226,38M,5000000.0,Free,0,Everyone,Arcade,25-Jul-18,1.2.9,4.1 and up,4.2,38.0,2018.0,1.2,4.1,1,15,0,7
The Fish Master!,GAME,15763,54M,1000000.0,Free,0,Everyone,Arcade,17-Jul-18,1.6,4.1 and up,4.1,54.0,2018.0,1.6,4.1,1,15,0,7
Color Road,GAME,84911,71M,10000000.0,Free,0,Everyone,Arcade,19-Jul-18,2.5.0,4.1 and up,4.1,71.0,2018.0,2.5,4.1,1,15,0,7
Draw In,GAME,46416,73M,10000000.0,Free,0,Everyone,Arcade,23-Jul-18,1.0.8,4.1 and up,4.2,73.0,2018.0,1.0,4.1,1,15,0,7
Block Craft 3D: Building Simulator Games For Free,GAME,946926,57M,50000000.0,Free,0,Everyone,Simulation,5-Mar-18,2.10.2,4.0.3 and up,4.5,57.0,2018.0,2.1,4.0,1,15,0,94
PLANK!,GAME,7196,38M,500000.0,Free,0,Everyone,Arcade,17-Jul-18,1.0.2,4.3 and up,4.7,38.0,2018.0,1.0,4.3,1,15,0,7
Looper!,GAME,48256,62M,1000000.0,Free,0,Everyone,Puzzle,20-Jul-18,1.2.0,4.1 and up,4.6,62.0,2018.0,1.2,4.1,1,15,0,80
Will it Crush?,GAME,25825,16M,5000000.0,Free,0,Everyone,Simulation,22-May-18,1.3.3,4.4 and up,3.1,16.0,2018.0,1.3,4.4,1,15,0,94
Tomb of the Mask,GAME,55380,39M,5000000.0,Free,0,Everyone,Action,24-Jul-18,1.2.1,5.0 and up,4.1,39.0,2018.0,1.2,5.0,1,15,0,1
Baseball Boy!,GAME,148177,78M,10000000.0,Free,0,Everyone,Arcade,27-Jul-18,1.7.2,4.1 and up,3.4,78.0,2018.0,1.7,4.1,1,15,0,7
PUBG MOBILE,GAME,3715656,36M,50000000.0,Free,0,Teen,Action,24-Jul-18,0.7.0,4.3 and up,4.4,36.0,2018.0,0.7,4.3,1,15,0,1
Hello Stars,GAME,101686,31M,10000000.0,Free,0,Everyone,Puzzle,4-Aug-18,1.8.2,4.1 and up,4.6,31.0,2018.0,1.8,4.1,1,15,0,80
Tank Stars,GAME,174755,98M,10000000.0,Free,0,Everyone 10+,Arcade,11-Jul-18,1.1.1,5.0 and up,4.3,98.0,2018.0,1.1,5.0,1,15,0,7
Castle Clash: Heroes of the Empire US,GAME,4578476,24M,50000000.0,Free,0,Everyone 10+,Strategy,17-Jul-18,1.4.51,4.1 and up,4.6,24.0,2018.0,1.4,4.1,1,15,0,101
Hole.io,GAME,145353,85M,10000000.0,Free,0,Teen,Arcade,24-Jul-18,1.3.1,4.1 and up,4.2,85.0,2018.0,1.3,4.1,1,15,0,7
Helix Jump,GAME,1499373,33M,100000000.0,Free,0,Everyone,Action,9-Apr-18,1.0.6,4.1 and up,4.2,33.0,2018.0,1.0,4.1,1,15,0,1
Mini Golf King - Multiplayer Game,GAME,531458,100M,5000000.0,Free,0,Everyone,Sports,20-Jul-18,3.04.1,4.0.3 and up,4.5,100.0,2018.0,3.04,4.0,1,15,0,99
PUBG MOBILE,GAME,3714270,36M,50000000.0,Free,0,Teen,Action,24-Jul-18,0.7.0,4.3 and up,4.4,36.0,2018.0,0.7,4.3,1,15,0,1
Flip the Gun - Simulator Game,GAME,195558,86M,10000000.0,Free,0,Everyone,Arcade,26-Jul-18,1.2,5.0 and up,4.2,86.0,2018.0,1.2,5.0,1,15,0,7
Mad Skills BMX 2,GAME,29940,80M,1000000.0,Free,0,Everyone,Action,26-Jul-18,1.1.4,4.1 and up,4.5,80.0,2018.0,1.1,4.1,1,15,0,1
Wordscapes,GAME,230727,87M,10000000.0,Free,0,Everyone,Word,2-Aug-18,1.0.47,4.1 and up,4.8,87.0,2018.0,1.0,4.1,1,15,0,114
"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing",GAME,41975,79M,1000000.0,Free,0,Everyone,Racing,19-Jul-18,3.00.11034,5.0 and up,4.4,79.0,2018.0,3.0,5.0,1,15,0,85
Word Link,GAME,216675,30M,10000000.0,Free,0,Everyone,Word,1-Aug-18,2.2.7,4.1 and up,4.6,30.0,2018.0,2.2,4.1,1,15,0,114
MARVEL Strike Force,GAME,165888,91M,5000000.0,Free,0,Teen,Role Playing,31-Jul-18,1.4.0,4.4 and up,4.3,91.0,2018.0,1.4,4.4,1,15,0,88
Grim Soul: Dark Fantasy Survival,GAME,189773,95M,5000000.0,Free,0,Teen,Role Playing,18-Jul-18,1.1.1,4.1 and up,4.5,95.0,2018.0,1.1,4.1,1,15,0,88
DRAGON BALL LEGENDS,GAME,337752,48M,5000000.0,Free,0,Teen,Action,3-Aug-18,1.11.0,6.0 and up,4.6,48.0,2018.0,1.11,6.0,1,15,0,1
New YAHTZEE® With Buddies Dice Game,GAME,42079,93M,5000000.0,Free,0,Everyone,Board,5-Jul-18,5.6.5,4.1 and up,4.1,93.0,2018.0,5.6,4.1,1,15,0,16
MLB TAP SPORTS BASEBALL 2018,GAME,32506,82M,1000000.0,Free,0,Everyone,Sports,27-Jun-18,1.2.1,4.2 and up,4.6,82.0,2018.0,1.2,4.2,1,15,0,99
Ice Crush 2018 - A new Puzzle Matching Adventure,GAME,15403,25M,1000000.0,Free,0,Everyone,Casual,2-Aug-18,1.8.1,4.1 and up,4.6,25.0,2018.0,1.8,4.1,1,15,0,27
Merge Dragons!,GAME,214777,91M,5000000.0,Free,0,Everyone,Puzzle,30-Jul-18,3.6.0,4.1 and up,4.5,91.0,2018.0,3.6,4.1,1,15,0,80
SHADOWGUN LEGENDS,GAME,100609,52M,1000000.0,Free,0,Teen,Action,16-Jul-18,0.5.4,6.0 and up,4.6,52.0,2018.0,0.5,6.0,1,15,0,1
RULES OF SURVIVAL,GAME,1343866,56M,10000000.0,Free,0,Teen,Action,1-Aug-18,1.180271.184729,4.0 and up,4.2,56.0,2018.0,1.180271,4.0,1,15,0,1
"Cash, Inc. Money Clicker Game & Business Adventure",GAME,549720,85M,10000000.0,Free,0,Everyone,Simulation,19-Jul-18,2.1.1.4.0,4.4 and up,4.8,85.0,2018.0,2.1,4.4,1,15,0,94
Guns of Glory,GAME,120592,77M,10000000.0,Free,0,Everyone 10+,Strategy,31-Jul-18,2.0.2,4.0.3 and up,4.0,77.0,2018.0,2.0,4.0,1,15,0,101
Lineage 2: Revolution,GAME,187972,99M,5000000.0,Free,0,Teen,Role Playing,11-Jul-18,1.05.20,4.4 and up,4.2,99.0,2018.0,1.05,4.4,1,15,0,88
Master of Eternity(MOE),GAME,5829,70M,100000.0,Free,0,Teen,Strategy,26-Jul-18,1.8.2,4.4 and up,4.2,70.0,2018.0,1.8,4.4,1,15,0,101
The Game of Life,GAME,18621,63M,100000.0,Paid,2.99,Everyone,Board,4-Jul-18,2.1.2,4.4 and up,4.4,63.0,2018.0,2.1,4.4,0,15,40,16
Clue,GAME,19922,35M,100000.0,Paid,1.99,Everyone 10+,Board,30-Jul-18,2.2.5,5.0 and up,4.6,35.0,2018.0,2.2,5.0,0,15,15,16
The Room: Old Sins,GAME,21119,48M,100000.0,Paid,4.99,Everyone,Puzzle,18-Apr-18,1.0.1,4.4 and up,4.9,48.0,2018.0,1.0,4.4,0,15,69,80
The Escapists,GAME,7412,84M,100000.0,Paid,4.99,Teen,Strategy,26-Apr-18,1.1.0,2.3 and up,4.4,84.0,2018.0,1.1,2.3,0,15,69,101
RollerCoaster Tycoon® Classic,GAME,10795,69M,100000.0,Paid,5.99,Everyone,Simulation,21-Dec-17,1.2.1.1712080,4.0.3 and up,4.6,69.0,2017.0,1.2,4.0,0,15,74,94
Call of Duty:Black Ops Zombies,GAME,13004,46M,100000.0,Paid,6.99,Teen,Action,20-Dec-16,1.0.11,2.3.3 and up,4.2,46.0,2016.0,1.0,2.3,0,15,76,1
Star Wars ™: DIRTY,GAME,38207,15M,100000.0,Paid,9.99,Teen,Role Playing,19-Oct-15,1.0.6,4.1 and up,4.5,15.0,2015.0,1.0,4.1,0,15,85,88
Monument Valley 2,GAME,9394,33M,100000.0,Paid,4.99,Everyone,Puzzle,30-Nov-17,1.2.9,4.4 and up,4.6,33.0,2017.0,1.2,4.4,0,15,69,80
ROBLOX,GAME,4449882,67M,100000000.0,Free,0,Everyone 10+,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up,4.5,67.0,2018.0,2.347,4.1,1,15,0,4
Candy Crush Saga,GAME,22429716,74M,500000000.0,Free,0,Everyone,Casual,5-Jul-18,1.129.0.2,4.1 and up,4.4,74.0,2018.0,1.129,4.1,1,15,0,27
Angry Birds 2,GAME,3883589,57M,100000000.0,Free,0,Everyone,Casual,26-Jul-18,2.21.1,4.1 and up,4.6,57.0,2018.0,2.21,4.1,1,15,0,27
8 Ball Pool,GAME,14200550,52M,100000000.0,Free,0,Everyone,Sports,31-Jul-18,4.0.0,4.0.3 and up,4.5,52.0,2018.0,4.0,4.0,1,15,0,99
Fallout Shelter,GAME,2719142,25M,10000000.0,Free,0,Teen,Simulation,11-Jun-18,1.13.12,4.1 and up,4.6,25.0,2018.0,1.13,4.1,1,15,0,94
The Sims™ FreePlay,GAME,931595,31M,10000000.0,Free,0,Teen,Simulation,16-Jul-18,5.39.1,4.0.3 and up,4.3,31.0,2018.0,5.39,4.0,1,15,0,94
MARVEL Strike Force,GAME,165928,91M,5000000.0,Free,0,Teen,Role Playing,31-Jul-18,1.4.0,4.4 and up,4.3,91.0,2018.0,1.4,4.4,1,15,0,88
MARVEL Contest of Champions,GAME,2468063,92M,50000000.0,Free,0,Teen,Action,30-Jul-18,19.1.0,4.0.3 and up,4.3,92.0,2018.0,19.1,4.0,1,15,0,1
Choices: Stories You Play,GAME,807338,93M,10000000.0,Free,0,Teen,Simulation,30-Jul-18,2.3.5,4.0.3 and up,4.6,93.0,2018.0,2.3,4.0,1,15,0,94
Solitaire TriPeaks,GAME,446434,52M,10000000.0,Free,0,Everyone,Card,1-Aug-18,4.6.2.46103,4.0.3 and up,4.5,52.0,2018.0,4.6,4.0,1,15,0,23
Merge Dragons!,GAME,214819,91M,5000000.0,Free,0,Everyone,Puzzle,30-Jul-18,3.6.0,4.1 and up,4.5,91.0,2018.0,3.6,4.1,1,15,0,80
The Walking Dead: Road to Survival,GAME,522466,37M,10000000.0,Free,0,Mature 17+,Role Playing,19-Jun-18,12.0.4.62276,4.0.3 and up,4.2,37.0,2018.0,12.0,4.0,1,15,0,88
Might & Magic: Elemental Guardians,GAME,32551,35M,500000.0,Free,0,Mature 17+,Role Playing,12-Jul-18,1.93,4.4 and up,4.3,35.0,2018.0,1.93,4.4,1,15,0,88
Game of Thrones: Conquest™,GAME,90218,97M,1000000.0,Free,0,Teen,Strategy,3-Aug-18,1.8.225278,6.0 and up,4.0,97.0,2018.0,1.8,6.0,1,15,0,101
Love Nikki-Dress UP Queen,GAME,212524,93M,5000000.0,Free,0,Everyone,Role Playing,24-Jul-18,3.0.0,4.0.3 and up,4.4,93.0,2018.0,3.0,4.0,1,15,0,88
Summoners War,GAME,2045554,28M,50000000.0,Free,0,Teen,Role Playing,30-Jul-18,4.0.1,4.0.3 and up,4.3,28.0,2018.0,4.0,4.0,1,15,0,88
Idle Heroes,GAME,416540,99M,10000000.0,Free,0,Everyone 10+,Role Playing,30-May-18,1.14.0,2.3 and up,4.7,99.0,2018.0,1.14,2.3,1,15,0,88
Fate/Grand Order (English),GAME,16601,55M,500000.0,Free,0,Teen,Role Playing,26-Jul-18,1.18.0,4.0 and up,4.4,55.0,2018.0,1.18,4.0,1,15,0,88
Lords Mobile: Battle of the Empires - Strategy RPG,GAME,3057481,14M,50000000.0,Free,0,Teen,Strategy,26-Jul-18,1.76,2.3 and up,4.4,14.0,2018.0,1.76,2.3,1,15,0,101
Candy Crush Saga,GAME,22430188,74M,500000000.0,Free,0,Everyone,Casual,5-Jul-18,1.129.0.2,4.1 and up,4.4,74.0,2018.0,1.129,4.1,1,15,0,27
ROBLOX,GAME,4449910,67M,100000000.0,Free,0,Everyone 10+,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up,4.5,67.0,2018.0,2.347,4.1,1,15,0,4
8 Ball Pool,GAME,14201891,52M,100000000.0,Free,0,Everyone,Sports,31-Jul-18,4.0.0,4.0.3 and up,4.5,52.0,2018.0,4.0,4.0,1,15,0,99
Zombie Hunter King,GAME,10493,50M,1000000.0,Free,0,Mature 17+,Action,1-Aug-18,1.0.8,2.3 and up,4.3,50.0,2018.0,1.0,2.3,1,15,0,1
Clash Royale,GAME,23136735,97M,100000000.0,Free,0,Everyone 10+,Strategy,27-Jun-18,2.3.2,4.1 and up,4.6,97.0,2018.0,2.3,4.1,1,15,0,101
Clash of Clans,GAME,44893888,98M,100000000.0,Free,0,Everyone 10+,Strategy,15-Jul-18,10.322.16,4.1 and up,4.6,98.0,2018.0,10.322,4.1,1,15,0,101
Farm Heroes Saga,GAME,7614415,70M,100000000.0,Free,0,Everyone,Casual,26-Jul-18,5.1.8,2.3 and up,4.4,70.0,2018.0,5.1,2.3,1,15,0,27
Plants vs. Zombies FREE,GAME,4067651,69M,100000000.0,Free,0,Everyone 10+,Strategy,6-Jul-18,2.2.00,4.1 and up,4.4,69.0,2018.0,2.2,4.1,1,15,0,101
Word Search,GAME,295576,3.9M,10000000.0,Free,0,Everyone,Word,6-Jun-18,1.1.3,3.0 and up,4.7,3.9,2018.0,1.1,3.0,1,15,0,114
Block Puzzle,GAME,59907,7.8M,5000000.0,Free,0,Everyone,Puzzle,6-Mar-18,2.9,2.3 and up,4.6,7.8,2018.0,2.9,2.3,1,15,0,80
Super Jim Jump - pixel 3d,GAME,10460,18M,1000000.0,Free,0,Everyone,Arcade,11-Jul-18,2.2.3181,4.0 and up,4.5,18.0,2018.0,2.2,4.0,1,15,0,7
Temple Run 2,GAME,8119151,62M,500000000.0,Free,0,Everyone,Action,5-Jul-18,1.49.1,4.0 and up,4.3,62.0,2018.0,1.49,4.0,1,15,0,1
My Talking Angela,GAME,9883367,99M,100000000.0,Free,0,Everyone,Casual,3-Jul-18,3.7.2.51,4.1 and up,4.5,99.0,2018.0,3.7,4.1,1,15,0,27
Cooking Fever,GAME,3198176,82M,100000000.0,Free,0,Everyone,Arcade,12-Jul-18,2.8.0,4.0.3 and up,4.5,82.0,2018.0,2.8,4.0,1,15,0,7
Score! Hero,GAME,5419676,96M,100000000.0,Free,0,Everyone,Sports,13-Jun-18,1.751,4.4 and up,4.6,96.0,2018.0,1.751,4.4,1,15,0,99
Zombie Catchers,GAME,990723,75M,10000000.0,Free,0,Everyone,Action,24-May-18,1.0.27,4.1 and up,4.7,75.0,2018.0,1.0,4.1,1,15,0,1
Jewels Star: OZ adventure,GAME,21892,14M,1000000.0,Free,0,Everyone,Puzzle,29-Dec-17,1.3,4.0 and up,4.5,14.0,2017.0,1.3,4.0,1,15,0,80
Granny,GAME,1138239,59M,50000000.0,Free,0,Teen,Arcade,29-May-18,1.4.0.1,4.0 and up,4.5,59.0,2018.0,1.4,4.0,1,15,0,7
Dream League Soccer 2018,GAME,9883806,74M,100000000.0,Free,0,Everyone,Sports,16-Jul-18,5.064,4.4 and up,4.6,74.0,2018.0,5.064,4.4,1,15,0,99
Fruits Bomb,GAME,74695,17M,10000000.0,Free,0,Everyone,Casual,6-Jul-18,3.3.3179,4.0.3 and up,4.4,17.0,2018.0,3.3,4.0,1,15,0,27
